```json
[
  {"time": "0.0", "src": "0x1de6", "dst": "0xfffc", "protocol": "ZigBee", "length": "80", "info": "Link Status"},
  {"time": "6.152837", "src": "0x1de6", "dst": "0xd7a7", "protocol": "ZigBee HA", "length": "69", "info": "ZCL: Read Attributes Response, Seq: 10"},
  {"time": "6.181201", "src": "0x1de6", "dst": "0xd7a7", "protocol": "ZigBee HA", "length": "61", "info": "ZCL: Read Attributes Response, Seq: 11"},
  {"time": "13.672420", "src": "0x1de6", "dst": "0xfffc", "protocol": "ZigBee", "length": "80", "info": "Link Status"},
  {"time": "18.386910", "src": "0x1de6", "dst": "0xd7a7", "protocol": "ZigBee HA", "length": "69", "info": "ZCL: Read Attributes Response, Seq: 32"},
  {"time": "18.416540", "src": "0x1de6", "dst": "0xd7a7", "protocol": "ZigBee HA", "length": "61", "info": "ZCL: Read Attributes Response, Seq: 33"},
  {"time": "27.204111", "src": "0x1de6", "dst": "0xfffc", "protocol": "ZigBee", "length": "80", "info": "Link Status"},
  {"time": "32.009583", "src": "0x1de6", "dst": "0xd7a7", "protocol": "ZigBee HA", "length": "69", "info": "ZCL: Read Attributes Response, Seq: 54"},
  {"time": "32.038871", "src": "0x1de6", "dst": "0xd7a7", "protocol": "ZigBee HA", "length": "61", "info": "ZCL: Read Attributes Response, Seq: 55"},
  {"time": "40.721788", "src": "0x1de6", "dst": "0xfffc", "protocol": "ZigBee", "length": "80", "info": "Link Status"},
  {"time": "48.630188", "src": "0x1de6", "dst": "0xd7a7", "protocol": "ZigBee HA", "length": "69", "info": "ZCL: Read Attributes Response, Seq: 77"},
  {"time": "48.659374", "src": "0x1de6", "dst": "0xd7a7", "protocol": "ZigBee HA", "length": "61", "info": "ZCL: Read Attributes Response, Seq: 78"},
  {"time": "53.415222", "src": "0x1de6", "dst": "0xd7a7", "protocol": "ZigBee HA", "length": "58", "info": "ZCL Groups: Get Group Membership Response, Seq: 79"},
  {"time": "54.933102", "src": "0x1de6", "dst": "0xd7a7", "protocol": "ZigBee HA", "length": "69", "info": "ZCL Scenes: Get Scene Membership Response, Seq: 80"},
  {"time": "56.201168", "src": "0x1de6", "dst": "0xd7a7", "protocol": "ZigBee HA", "length": "72", "info": "ZCL: Read Attributes Response, Seq: 81"},
  {"time": "58.081039", "src": "0x1de6", "dst": "0xd7a7", "protocol": "ZigBee HA", "length": "53", "info": "ZCL: Read Attributes Response, Seq: 82"},
  {"time": "58.110344", "src": "0x1de6", "dst": "0xd7a7", "protocol": "ZigBee HA", "length": "53", "info": "ZCL: Read Attributes Response, Seq: 83"},
  {"time": "58.141620", "src": "0x1de6", "dst": "0xd7a7", "protocol": "ZigBee HA", "length": "54", "info": "ZCL: Read Attributes Response, Seq: 84"},
  {"time": "58.172542", "src": "0x1de6", "dst": "0xd7a7", "protocol": "ZigBee HA", "length": "62", "info": "ZCL: Read Attributes Response, Seq: 85"},
  {"time": "68.092554", "src": "0x1de6", "dst": "0xfffc", "protocol": "ZigBee", "length": "80", "info": "Link Status"},
  {"time": "82.404321", "src": "0x1de6", "dst": "0xfffc", "protocol": "ZigBee", "length": "80", "info": "Link Status"},
  {"time": "95.916743", "src": "0x1de6", "dst": "0xfffc", "protocol": "ZigBee", "length": "80", "info": "Link Status"},
